Time (s),W,X,Y,Z
0.000000000,0.03213501,0.03940251,0.02467591,-0.9967114
0.998673439,0.034815,0.0435507,0.0258427,-0.9964191
1.999820232,0.04468055,0.04454561,0.02668775,-0.9959593
2.998496056,0.04214467,0.05117103,0.02933769,-0.9956769
3.999645233,0.03936563,0.04670002,0.02865847,-0.99603
4.998322964,0.03519682,0.04255625,0.02554186,-0.9964565
5.999475002,0.03925767,0.04061796,0.0226135,-0.9964564
6.998155594,0.03326552,0.04009697,0.0229127,-0.9966887
7.999309063,0.04020936,0.04107497,0.02375744,-0.9963731
9.000463963,0.03276573,0.04431933,0.02838511,-0.9963856
9.999147892,-0.2987178,0.03850115,0.042743,-0.9508345
11.000305176,-0.6410707,0.02337635,0.04774944,-0.7634327
11.998991013,-0.685948,0.01817039,0.03983947,-0.7240068
13.000150204,-0.6882173,0.01361256,0.03642428,-0.7221305
13.998838902,-0.68763,0.01024149,0.03389623,-0.7228686
15.000000477,-0.6871314,0.009121997,0.03319798,-0.7233899
15.998691082,-0.7369862,0.003196133,0.03714634,-0.6723757
16.999854088,-0.960119,-0.009000367,0.04016244,-0.2703792
17.998546600,-0.9960792,-0.01263126,0.03674736,-0.05425843
18.999712467,-0.9966492,-0.01471352,0.03245449,-0.04525765
19.998407364,-0.996713,-0.01596051,0.02981151,-0.04525056
20.999574661,-0.9967583,-0.01654661,0.02811495,-0.04512784
21.998271465,-0.9967861,-0.01698583,0.02713266,-0.04495052
22.999441624,-0.9909601,-0.02727119,0.02660387,0.1147791
23.998140335,-0.8423199,-0.03563778,0.02245752,0.5341821
24.999311924,-0.7405236,-0.03561304,0.01614068,0.6683739
25.998012543,-0.7397394,-0.03372199,0.01202069,0.6694263
26.999186516,-0.7393459,-0.0328704,0.009330548,0.669946
28.000361919,-0.7392795,-0.03236402,0.007809008,0.6700635
28.999064922,-0.7392105,-0.03187455,0.006759944,0.6701745
30.000242233,-0.5446101,-0.04066819,-0.003203064,0.8356813
30.998948097,-0.1751203,-0.04035293,-0.01080153,0.9819449
32.000126839,-0.0756116,-0.03558876,-0.01256117,0.9947292
32.998834610,-0.07722985,-0.03221407,-0.01443579,0.9946945
34.000016212,-0.07792664,-0.03004169,-0.01557894,0.9946908
34.998725891,-0.07796273,-0.02885377,-0.01614194,0.9947142
35.999908447,-0.05940013,-0.02794851,-0.01984868,0.995954
36.998619556,0.3680535,-0.0257605,-0.0334878,0.9270272
37.999804497,0.6155045,-0.01968655,-0.03514954,0.7849578
38.998518467,0.6487021,-0.015444,-0.03301161,0.7579477
39.999704838,0.6485603,-0.01217842,-0.03188598,0.7581769
40.998420238,0.648593,-0.01021184,-0.03146541,0.7581955
41.999608040,0.648572,-0.009129954,-0.03111222,0.7582419
42.998325348,0.7006997,-0.003936158,-0.0351414,0.7102092
43.999515057,0.946596,0.007005269,-0.04071419,0.3144473
44.998234272,0.993053,0.01127453,-0.03694998,0.09476832
45.999426365,0.9928625,0.01265673,-0.03269447,0.09809481
46.998147011,0.9928631,0.01394903,-0.03007232,0.09874936
47.999340057,0.9929218,0.01478175,-0.02854329,0.09849205
48.998062611,0.9929518,0.01531834,-0.02763808,0.09836651
49.999258041,0.9843531,0.0288338,-0.02733603,-0.1615488
50.997982502,0.8437815,0.03418115,-0.02205998,-0.5319825
51.999179363,0.7770221,0.03315924,-0.01729902,-0.6256722
52.997905731,0.7795258,0.03221548,-0.0133843,-0.6226961
53.999104500,0.7801141,0.03177334,-0.01098268,-0.6220287
54.997832298,0.7800703,0.03134916,-0.009435708,-0.6221303
55.999032974,0.780021,0.03115796,-0.008479395,-0.6222156
56.997762680,0.5112168,0.04124492,0.002098778,-0.8564926
57.998964787,0.1887881,0.03963515,0.008759794,-0.9794585
58.997695923,0.1314532,0.03537628,0.0108035,-0.9889284
59.998900414,0.1309222,0.03232295,0.01282138,-0.9890794
60.997632980,0.1308702,0.0303028,0.01395743,-0.9891347
61.998838902,0.130683,0.02916726,0.01462911,-0.989184
62.997573376,0.05764009,0.02875328,0.0213488,-0.9960034
63.998781681,-0.4018092,0.02619707,0.03209472,-0.9129406
64.997517586,-0.5948933,0.02046748,0.0332033,-0.8007547
65.998726845,-0.6007234,0.01632316,0.03143504,-0.7965579
66.999936581,-0.601021,0.01344468,0.03064202,-0.7964182
67.998675823,-0.6012539,0.01163537,0.03026818,-0.7962852
68.999886990,-0.6012713,0.01064145,0.03001785,-0.7962953
69.998627186,-0.7218766,0.003462797,0.03740614,-0.6885569
70.999840260,-0.9500027,-0.00408236,0.04004131,-0.3041425
71.998582363,-0.987008,-0.009134902,0.03621494,-0.1450794
72.999797344,-0.9867496,-0.01098507,0.03257909,-0.1475493
73.998540878,-0.9867709,-0.01249634,0.03022291,-0.1477879
74.999756813,-0.9868168,-0.01337735,0.02891021,-0.1476674
75.998501778,-0.9868454,-0.0139278,0.02804846,-0.1475911
76.999719620,-0.9868663,-0.01424225,0.02752649,-0.1475196
77.998466492,-0.9868812,-0.01448595,0.02726171,-0.1474458
78.999685764,-0.9868932,-0.01450686,0.02697883,-0.1474148
79.998433590,-0.986901,-0.01469881,0.02683532,-0.1473703
80.999654770,-0.9868619,-0.01458193,0.02756831,-0.1475079
81.998404503,-0.9852813,-0.01588503,0.04088818,-0.1546742
82.999627113,-0.9863132,-0.01499097,0.0384145,-0.1487069
83.998377800,-0.9861301,-0.0161534,0.03674328,-0.1502137
84.999602318,-0.9867823,-0.01593481,0.03603446,-0.1460693
85.998354912,-0.9867224,-0.01617889,0.03570595,-0.1465259
86.999580383,-0.9866862,-0.01621229,0.03536093,-0.1468488
87.998334408,-0.9866474,-0.01614695,0.0351997,-0.1471557
88.999560833,-0.9866152,-0.01601216,0.03514788,-0.1473983
89.998316765,-0.9865734,-0.01602845,0.0350197,-0.1477075
90.999544621,-0.9865441,-0.01606921,0.03499541,-0.1479039
91.998301983,-0.9865299,-0.01599186,0.03505866,-0.1479918
